# OpenSignals Text File Format. Version 1
# {"98:D3:41:FD:4F:1F": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:41:FD:4F:1F", "device connection": "BTH98:D3:41:FD:4F:1F", "sampling rate": 10, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1281, "comments": "", "keywords": "", "mode": 2, "sync interval": 2, "date": "2021-4-12", "time": "12:54:54.97", "channels": [5], "sensor": ["ACCBITREV"], "label": ["A5"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A5"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
10	1	0	0	0	537	
11	0	0	0	0	536	
12	0	0	0	0	513	
13	0	0	0	0	541	
14	0	0	0	0	552	
15	0	0	0	0	552	
0	0	0	0	0	545	
1	0	0	0	0	565	
2	0	0	0	0	544	
3	0	0	0	0	559	
4	0	0	0	0	528	
5	0	0	0	0	530	
6	0	0	0	0	503	
7	0	0	0	0	528	
8	0	0	0	0	528	
9	0	0	0	0	527	
10	0	0	0	0	536	
11	0	0	0	0	550	
12	0	0	0	0	541	
13	0	0	0	0	520	
14	0	0	0	0	503	
15	0	0	0	0	567	
0	0	0	0	0	555	
1	0	0	0	0	535	
2	0	0	0	0	527	
3	0	0	0	0	568	
4	0	0	0	0	543	
5	0	0	0	0	532	
6	0	0	0	0	516	
7	0	0	0	0	523	
8	0	0	0	0	493	
9	0	0	0	0	498	
10	0	0	0	0	526	
11	0	0	0	0	563	
12	0	0	0	0	534	
13	0	0	0	0	523	
14	0	0	0	0	493	
15	0	0	0	0	509	
0	0	0	0	0	540	
1	0	0	0	0	584	
2	0	0	0	0	547	
3	0	0	0	0	132	
4	0	0	0	0	560	
5	0	0	0	0	495	
6	0	0	0	0	549	
7	0	0	0	0	448	
8	0	0	0	0	549	
9	0	0	0	0	506	
10	0	0	0	0	556	
11	0	0	0	0	456	
12	0	0	0	0	575	
13	0	0	0	0	454	
14	0	0	0	0	464	
15	0	0	0	0	460	
0	0	0	0	0	481	
1	0	0	0	0	407	
2	0	0	0	0	424	
3	0	0	0	0	476	
4	0	0	0	0	437	
5	0	0	0	0	466	
6	0	0	0	0	467	
7	0	0	0	0	541	
8	0	0	0	0	510	
9	0	0	0	0	564	
10	0	0	0	0	514	
11	0	0	0	0	530	
12	0	0	0	0	551	
13	0	0	0	0	504	
14	0	0	0	0	491	
15	0	0	0	0	485	
0	0	0	0	0	535	
1	0	0	0	0	505	
2	0	0	0	0	499	
3	0	0	0	0	536	
4	0	0	0	0	563	
5	0	0	0	0	493	
6	0	0	0	0	512	
7	0	0	0	0	521	
8	0	0	0	0	520	
9	0	0	0	0	514	
10	0	0	0	0	500	
11	0	0	0	0	511	
12	0	0	0	0	485	
13	0	0	0	0	321	
14	0	0	0	0	639	
15	0	0	0	0	584	
0	0	0	0	0	543	
1	0	0	0	0	540	
2	0	0	0	0	442	
3	0	0	0	0	487	
4	0	0	0	0	471	
5	0	0	0	0	479	
6	0	0	0	0	498	
7	0	0	0	0	429	
8	0	0	0	0	433	
9	0	0	0	0	489	
10	0	0	0	0	477	
11	0	0	0	0	444	
12	0	0	0	0	476	
13	0	0	0	0	489	
14	0	0	0	0	496	
15	0	0	0	0	468	
0	0	0	0	0	447	
1	0	0	0	0	516	
2	0	0	0	0	456	
3	0	0	0	0	460	
4	0	0	0	0	457	
5	0	0	0	0	458	
6	0	0	0	0	464	
7	0	0	0	0	488	
8	0	0	0	1	503	
9	0	0	0	1	447	
10	0	0	0	1	484	
11	0	0	0	0	422	
12	0	0	0	0	521	
13	0	0	0	0	493	
14	0	0	0	0	428	
15	0	0	0	0	485	
0	0	0	0	0	484	
1	0	0	0	0	463	
2	0	0	0	0	438	
3	0	0	0	0	471	
4	0	0	0	0	504	
5	0	0	0	0	433	
6	0	0	0	0	426	
7	0	0	0	0	423	
8	0	0	0	0	433	
9	0	0	0	0	437	
10	0	0	0	0	470	
11	0	0	0	0	482	
12	0	0	0	0	445	
13	0	0	0	0	459	
14	0	0	0	0	381	
15	0	0	0	0	465	
0	0	0	0	0	399	
1	0	0	0	0	469	
2	0	0	0	0	423	
3	0	0	0	0	490	
4	0	0	0	0	455	
5	0	0	0	0	514	
6	0	0	0	0	477	
7	0	0	0	0	448	
8	0	0	0	0	471	
9	0	0	0	0	464	
10	0	0	0	0	430	
11	0	0	0	0	462	
12	0	0	0	0	439	
13	0	0	0	0	499	
14	0	0	0	0	429	
15	0	0	0	0	447	
0	0	0	0	0	409	
1	0	0	0	0	521	
2	0	0	0	0	454	
3	0	0	0	0	456	
4	0	0	0	0	459	
5	0	0	0	0	469	
6	0	0	0	0	465	
7	0	0	0	0	472	
8	0	0	0	0	467	
9	0	0	0	0	466	
10	0	0	0	0	462	
11	0	0	0	0	461	
12	0	0	0	0	357	
13	0	0	0	0	530	
14	0	0	0	0	430	
15	0	0	0	0	522	
0	0	0	0	0	492	
1	0	0	0	0	440	
2	0	0	0	1	486	
3	0	0	0	1	488	
4	0	0	0	1	469	
5	0	0	0	0	513	
6	0	0	0	0	498	
7	0	0	0	0	513	
8	0	0	0	0	493	
9	0	0	0	0	350	
10	0	0	0	0	465	
11	0	0	0	0	487	
12	0	0	0	0	463	
13	0	0	0	0	482	
14	0	0	0	0	453	
15	0	0	0	0	480	
0	0	0	0	0	477	
1	0	0	0	0	507	
2	0	0	0	0	442	
3	0	0	0	0	403	
4	0	0	0	0	373	
5	0	0	0	0	338	
6	0	0	0	0	473	
7	0	0	0	0	451	
8	0	0	0	0	463	
9	0	0	0	0	449	
10	0	0	0	0	458	
11	0	0	0	0	472	
12	0	0	0	0	457	
13	0	0	0	0	462	
14	0	0	0	0	457	
15	0	0	0	0	464	
0	0	0	0	0	455	
1	0	0	0	0	466	
2	0	0	0	0	459	
3	0	0	0	0	467	
4	0	0	0	0	456	
5	0	0	0	0	467	
6	0	0	0	0	455	
7	0	0	0	0	470	
8	0	0	0	0	454	
9	0	0	0	0	475	
10	0	0	0	0	465	
11	0	0	0	0	488	
12	0	0	0	0	469	
13	0	0	0	0	475	
14	0	0	0	1	470	
15	0	0	0	1	479	
0	0	0	0	1	483	
1	0	0	0	0	479	
2	0	0	0	0	469	
3	0	0	0	0	480	
4	0	0	0	0	449	
5	0	0	0	0	469	
6	0	0	0	0	444	
7	0	0	0	0	451	
8	0	0	0	0	460	
9	0	0	0	0	463	
10	0	0	0	0	455	
11	0	0	0	0	467	
12	0	0	0	0	491	
13	0	0	0	0	468	
14	0	0	0	0	462	
15	0	0	0	0	496	
0	0	0	0	0	409	
1	0	0	0	0	505	
2	0	0	0	1	519	
3	0	0	0	1	467	
4	0	0	0	1	495	
5	0	0	0	1	487	
6	0	0	0	0	469	
7	0	0	0	0	475	
8	0	0	0	0	496	
9	0	0	0	0	506	
10	0	0	0	0	475	
11	0	0	0	0	530	
12	0	0	0	0	516	
13	0	0	0	0	500	
14	0	0	0	0	520	
15	0	0	0	0	530	
0	0	0	0	0	527	
1	0	0	0	0	513	
2	0	0	0	0	494	
3	0	0	0	0	528	
4	0	0	0	0	464	
5	0	0	0	0	495	
6	0	0	0	0	488	
7	0	0	0	0	491	
8	0	0	0	0	491	
9	0	0	0	0	487	
10	0	0	0	0	509	
11	0	0	0	0	484	
12	0	0	0	0	479	
13	0	0	0	0	503	
14	0	0	0	0	488	
15	0	0	0	0	497	
0	0	0	0	0	479	
1	0	0	0	0	503	
2	0	0	0	0	493	
3	0	0	0	0	491	
4	0	0	0	0	502	
5	0	0	0	0	518	
6	0	0	0	0	519	
7	0	0	0	0	524	
8	0	0	0	0	498	
9	0	0	0	0	502	
10	0	0	0	0	487	
11	0	0	0	0	480	
12	0	0	0	0	465	
13	0	0	0	0	473	
14	0	0	0	0	488	
15	0	0	0	0	511	
0	0	0	0	0	504	
1	0	0	0	0	361	
2	0	0	0	0	518	
3	0	0	0	0	618	
4	0	0	0	0	475	
5	0	0	0	0	374	
6	0	0	0	0	499	
7	0	0	0	0	520	
8	0	0	0	0	515	
9	0	0	0	0	525	
10	0	0	0	0	444	
11	0	0	0	0	508	
12	0	0	0	0	514	
13	0	0	0	0	515	
14	0	0	0	0	511	
15	0	0	0	0	386	
0	0	0	0	0	550	
1	0	0	0	0	534	
2	0	0	0	0	494	
3	0	0	0	0	434	
4	0	0	0	0	522	
5	0	0	0	0	383	
6	0	0	0	0	520	
7	0	0	0	0	503	
8	0	0	0	0	519	
9	0	0	0	0	671	
10	0	0	0	0	494	
11	0	0	0	0	511	
12	0	0	0	0	489	
13	0	0	0	0	414	
14	0	0	0	0	529	
15	0	0	0	0	512	
0	0	0	0	0	482	
1	0	0	0	0	524	
2	0	0	0	0	506	
3	0	0	0	0	514	
4	0	0	0	0	546	
5	0	0	0	0	493	
6	0	0	0	0	408	
7	0	0	0	0	551	
8	0	0	0	0	481	
9	0	0	0	0	513	
10	0	0	0	0	553	
11	0	0	0	0	431	
12	0	0	0	0	508	
13	0	0	0	0	454	
14	0	0	0	0	451	
